Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
"If 2x + 66 = 142, what is the value of x?",42,35,38,41,C) 38,2x + 66 = 142 → 2x = 76 → x = 76 ÷ 2 = 38.,Math,Algebra
"What is the average of 113, 113, 64, 20, 187, 103?",100,101,99,113,A) 100,Sum = 600. Average = 600 ÷ 6 = 100.,Math,Averages
What is 492.76 - 19.5?,478.68,475.74,469.63,473.26,D) 473.26,492.76 - 19.5 = 473.26.,Math,Decimals
What is 6592 + 4242?,11514,10834,9558,10598,B) 10834,6592 + 4242 = 10834.,Math,Basic Math
₹39 is divided between two people in the ratio 8:5. What is the first person's share?,28,23,29,24,D) 24,Total parts = 8+5 = 13. One part = 39÷13 = 3. First share = 8×3 = 24.,Math,Ratios
"What is the average of 5, 181, 4, 180, 43, 199?",101,108,107,102,D) 102,Sum = 612. Average = 612 ÷ 6 = 102.,Math,Averages
A number multiplied by 8 gives 152. What is the number?,19,21,16,23,A) 19,Let the number be x. 8x = 152 → x = 152 ÷ 8 = 19.,Math,Equations
Is 156816 a perfect square?,No,Yes,Only for even n,Cannot be determined,B) Yes,"156816 = 396 × 396, so it is a perfect square.",Math,Number System
"What is the average of 29, 42, 20, 50, 124?",56,53,52,50,B) 53,Sum = 265. Average = 265 ÷ 5 = 53.,Math,Averages
What is 70% of 900?,630,648,647,743,A) 630,70% of 900 = (70/100) × 900 = 630.,Math,Percentages
What is 299.75 - 90.89?,217.82,211.85,207.04,208.86,D) 208.86,299.75 - 90.89 = 208.86.,Math,Decimals
What is 15% of 60?,9,8,11,7,A) 9,15% of 60 = (15/100) × 60 = 9.,Math,Percentages
"If 3x + 40 = 73, what is the value of x?",5,8,10,11,D) 11,3x + 40 = 73 → 3x = 33 → x = 33 ÷ 3 = 11.,Math,Algebra
What is 556 + 2898?,3204,3208,3454,3542,C) 3454,556 + 2898 = 3454.,Math,Basic Math
"If 7x + 45 = 360, what is the value of x?",52,45,44,38,B) 45,7x + 45 = 360 → 7x = 315 → x = 315 ÷ 7 = 45.,Math,Algebra
"If 9x + 23 = 221, what is the value of x?",15,19,22,29,C) 22,9x + 23 = 221 → 9x = 198 → x = 198 ÷ 9 = 22.,Math,Algebra
What is 49 × 8?,396,389,392,453,C) 392,49 × 8 = 392.,Math,Basic Math
"If 3x + 69 = 147, what is the value of x?",26,29,33,28,A) 26,3x + 69 = 147 → 3x = 78 → x = 78 ÷ 3 = 26.,Math,Algebra
₹20 is divided between two people in the ratio 3:2. What is the first person's share?,14,15,13,12,D) 12,Total parts = 3+2 = 5. One part = 20÷5 = 4. First share = 3×4 = 12.,Math,Ratios
"If 4x + 19 = 99, what is the value of x?",17,18,20,22,C) 20,4x + 19 = 99 → 4x = 80 → x = 80 ÷ 4 = 20.,Math,Algebra
"If 14x + 53 = 305, what is the value of x?",25,13,18,11,C) 18,14x + 53 = 305 → 14x = 252 → x = 252 ÷ 14 = 18.,Math,Algebra
What is 392.71 - 254.29?,144.22,136.1,139.95,138.42,D) 138.42,392.71 - 254.29 = 138.42.,Math,Decimals
Is 8264 an even or odd number?,Neither,Both,Even,Odd,C) Even,"8264 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
A number multiplied by 8 gives 352. What is the number?,42,45,37,44,D) 44,Let the number be x. 8x = 352 → x = 352 ÷ 8 = 44.,Math,Equations
A number multiplied by 5 gives 350. What is the number?,65,64,70,67,C) 70,Let the number be x. 5x = 350 → x = 350 ÷ 5 = 70.,Math,Equations
"If 14x + 56 = 658, what is the value of x?",39,40,46,43,D) 43,14x + 56 = 658 → 14x = 602 → x = 602 ÷ 14 = 43.,Math,Algebra
"What is the average of 81, 155, 135, 97, 32?",83,85,100,94,C) 100,Sum = 500. Average = 500 ÷ 5 = 100.,Math,Averages
"What is the average of 17, 126, 112?",95,85,83,101,B) 85,Sum = 255. Average = 255 ÷ 3 = 85.,Math,Averages
What is 495 ÷ 9?,55,47,43,57,A) 55,"495 ÷ 9 = 55, since 9 × 55 = 495.",Math,Basic Math
Is 466489 a perfect square?,Cannot be determined,No,Only for even n,Yes,D) Yes,"466489 = 683 × 683, so it is a perfect square.",Math,Number System
"If 8x + 57 = 129, what is the value of x?",5,7,11,9,D) 9,8x + 57 = 129 → 8x = 72 → x = 72 ÷ 8 = 9.,Math,Algebra
"If 8x + 66 = 258, what is the value of x?",24,16,28,23,A) 24,8x + 66 = 258 → 8x = 192 → x = 192 ÷ 8 = 24.,Math,Algebra
What is 269.23 + 15.19?,283.87,293.77,286.79,284.42,D) 284.42,269.23 + 15.19 = 284.42.,Math,Decimals
"What is the average of 134, 77, 142, 135?",102,101,129,122,D) 122,Sum = 488. Average = 488 ÷ 4 = 122.,Math,Averages
A number multiplied by 8 gives 480. What is the number?,60,61,64,53,A) 60,Let the number be x. 8x = 480 → x = 480 ÷ 8 = 60.,Math,Equations
"What is the average of 173, 30, 173, 140, 181, 23?",112,102,120,114,C) 120,Sum = 720. Average = 720 ÷ 6 = 120.,Math,Averages
"What is the average of 108, 144, 121, 123, 150, 44?",129,115,110,132,B) 115,Sum = 690. Average = 690 ÷ 6 = 115.,Math,Averages
What is 90.27 + 171.94?,266.83,262.21,267.32,261.65,B) 262.21,90.27 + 171.94 = 262.21.,Math,Decimals
"What is the average of 47, 67, 181, 173, 62?",90,96,113,106,D) 106,Sum = 530. Average = 530 ÷ 5 = 106.,Math,Averages
What is 448.84 - 326.45?,118.39,123.2,122.39,127.6,C) 122.39,448.84 - 326.45 = 122.39.,Math,Decimals
"What is the average of 155, 140, 125, 4?",123,106,111,122,B) 106,Sum = 424. Average = 424 ÷ 4 = 106.,Math,Averages
"What is the average of 195, 171, 179, 123?",145,177,200,167,D) 167,Sum = 668. Average = 668 ÷ 4 = 167.,Math,Averages
₹18 is divided between two people in the ratio 2:7. What is the first person's share?,3,6,5,4,D) 4,Total parts = 2+7 = 9. One part = 18÷9 = 2. First share = 2×2 = 4.,Math,Ratios
A number multiplied by 8 gives 200. What is the number?,25,27,30,18,A) 25,Let the number be x. 8x = 200 → x = 200 ÷ 8 = 25.,Math,Equations
"What is the average of 45, 74, 91?",75,59,70,77,C) 70,Sum = 210. Average = 210 ÷ 3 = 70.,Math,Averages
What is 1660 ÷ 20?,68,81,83,86,C) 83,"1660 ÷ 20 = 83, since 20 × 83 = 1660.",Math,Basic Math
"What is the average of 118, 148, 26, 80?",90,93,85,100,B) 93,Sum = 372. Average = 372 ÷ 4 = 93.,Math,Averages
A number multiplied by 9 gives 378. What is the number?,45,39,40,42,D) 42,Let the number be x. 9x = 378 → x = 378 ÷ 9 = 42.,Math,Equations
"What is the average of 114, 39, 122, 101?",101,85,76,94,D) 94,Sum = 376. Average = 376 ÷ 4 = 94.,Math,Averages
₹240 is divided between two people in the ratio 13:11. What is the first person's share?,145,157,135,130,D) 130,Total parts = 13+11 = 24. One part = 240÷24 = 10. First share = 13×10 = 130.,Math,Ratios
What is 15% of 1500?,225,184,250,213,A) 225,15% of 1500 = (15/100) × 1500 = 225.,Math,Percentages
"What is the average of 117, 159, 24, 182, 84, 178?",124,128,139,134,A) 124,Sum = 744. Average = 744 ÷ 6 = 124.,Math,Averages
What is 193.79 + 284.08?,485.36,477.87,478.84,473.72,B) 477.87,193.79 + 284.08 = 477.87.,Math,Decimals
What is 14/20 + 3/20 in simplest form?,16/20,17/20,18/20,17/20,B) 17/20,"14/20 + 3/20 = 17/20, which simplifies to 17/20.",Math,Fractions
Is 174 a prime number?,No,Only for even numbers,Cannot be determined,Yes,A) No,"174 is divisible by 2, so it is not a prime number.",Math,Number System
What is 33 × 37?,1171,1225,1221,1364,C) 1221,33 × 37 = 1221.,Math,Basic Math
"If 6x + 80 = 326, what is the value of x?",46,38,41,43,C) 41,6x + 80 = 326 → 6x = 246 → x = 246 ÷ 6 = 41.,Math,Algebra
What is 5/20 + 11/20 in simplest form?,3/5,16/20,4/5,5/5,C) 4/5,"5/20 + 11/20 = 16/20, which simplifies to 4/5.",Math,Fractions
"What is the average of 39, 156, 51, 174, 8, 88?",94,74,79,86,D) 86,Sum = 516. Average = 516 ÷ 6 = 86.,Math,Averages
What is 1/20 + 13/20 in simplest form?,7/10,6/10,8/10,14/20,A) 7/10,"1/20 + 13/20 = 14/20, which simplifies to 7/10.",Math,Fractions
₹96 is divided between two people in the ratio 9:7. What is the first person's share?,56,54,59,58,B) 54,Total parts = 9+7 = 16. One part = 96÷16 = 6. First share = 9×6 = 54.,Math,Ratios
What is 278.06 - 127.19?,148.07,160.64,155.59,150.87,D) 150.87,278.06 - 127.19 = 150.87.,Math,Decimals
What is 32 × 3?,83,85,96,111,C) 96,32 × 3 = 96.,Math,Basic Math
What is 8.21 + 481.28?,496.0,489.49,488.25,492.72,B) 489.49,8.21 + 481.28 = 489.49.,Math,Decimals
"What is the average of 183, 196, 29?",136,110,137,130,A) 136,Sum = 408. Average = 408 ÷ 3 = 136.,Math,Averages
"What is the average of 138, 108, 35, 150, 64?",99,101,111,83,A) 99,Sum = 495. Average = 495 ÷ 5 = 99.,Math,Averages
"If 10x + 74 = 364, what is the value of x?",30,35,29,24,C) 29,10x + 74 = 364 → 10x = 290 → x = 290 ÷ 10 = 29.,Math,Algebra
What is 1827 ÷ 29?,63,60,62,55,A) 63,"1827 ÷ 29 = 63, since 29 × 63 = 1827.",Math,Basic Math
What is 20% of 600?,120,129,137,136,A) 120,20% of 600 = (20/100) × 600 = 120.,Math,Percentages
What is 473.95 - 195.56?,286.76,278.39,280.28,276.2,B) 278.39,473.95 - 195.56 = 278.39.,Math,Decimals
What is 1320 ÷ 22?,50,70,60,55,C) 60,"1320 ÷ 22 = 60, since 22 × 60 = 1320.",Math,Basic Math
What is 434.32 - 369.96?,64.36,65.57,72.75,63.4,A) 64.36,434.32 - 369.96 = 64.36.,Math,Decimals
Is 633616 a perfect square?,Yes,No,Cannot be determined,Only for even n,A) Yes,"633616 = 796 × 796, so it is a perfect square.",Math,Number System
What is 100.08 + 408.79?,510.71,503.91,516.44,508.87,D) 508.87,100.08 + 408.79 = 508.87.,Math,Decimals
"What is the average of 13, 163, 75, 138, 4, 153?",91,107,93,73,A) 91,Sum = 546. Average = 546 ÷ 6 = 91.,Math,Averages
"If 9x + 16 = 43, what is the value of x?",3,6,10,1,A) 3,9x + 16 = 43 → 9x = 27 → x = 27 ÷ 9 = 3.,Math,Algebra
"If 13x + 71 = 526, what is the value of x?",35,36,33,39,A) 35,13x + 71 = 526 → 13x = 455 → x = 455 ÷ 13 = 35.,Math,Algebra
What is 432 ÷ 6?,86,64,59,72,D) 72,"432 ÷ 6 = 72, since 6 × 72 = 432.",Math,Basic Math
"If 15x + 19 = 124, what is the value of x?",5,8,14,7,D) 7,15x + 19 = 124 → 15x = 105 → x = 105 ÷ 15 = 7.,Math,Algebra
What is 6/15 + 1/15 in simplest form?,6/15,7/15,8/15,7/15,B) 7/15,"6/15 + 1/15 = 7/15, which simplifies to 7/15.",Math,Fractions
"If 10x + 42 = 312, what is the value of x?",33,22,27,21,C) 27,10x + 42 = 312 → 10x = 270 → x = 270 ÷ 10 = 27.,Math,Algebra
"If 9x + 1 = 424, what is the value of x?",46,49,47,52,C) 47,9x + 1 = 424 → 9x = 423 → x = 423 ÷ 9 = 47.,Math,Algebra
What is 1640 + 8523?,11381,10163,9689,11239,B) 10163,1640 + 8523 = 10163.,Math,Basic Math
What is 388.14 - 182.68?,208.17,205.46,203.51,212.52,B) 205.46,388.14 - 182.68 = 205.46.,Math,Decimals
"If 4x + 1 = 177, what is the value of x?",44,48,39,49,A) 44,4x + 1 = 177 → 4x = 176 → x = 176 ÷ 4 = 44.,Math,Algebra
What is 5% of 1200?,51,63,60,55,C) 60,5% of 1200 = (5/100) × 1200 = 60.,Math,Percentages
What is 232 ÷ 29?,10,7,8,9,C) 8,"232 ÷ 29 = 8, since 29 × 8 = 232.",Math,Basic Math
"What is the average of 170, 11, 56?",88,64,69,79,D) 79,Sum = 237. Average = 237 ÷ 3 = 79.,Math,Averages
"What is the average of 154, 88, 77, 146, 105?",114,112,107,134,A) 114,Sum = 570. Average = 570 ÷ 5 = 114.,Math,Averages
"If 6x + 73 = 265, what is the value of x?",37,33,27,32,D) 32,6x + 73 = 265 → 6x = 192 → x = 192 ÷ 6 = 32.,Math,Algebra
What is 8664 - 4383?,4281,4672,4564,4064,A) 4281,8664 - 4383 = 4281.,Math,Basic Math
What is 145.51 + 456.06?,603.72,607.2,601.57,597.09,C) 601.57,145.51 + 456.06 = 601.57.,Math,Decimals
"If 3x + 41 = 68, what is the value of x?",9,6,12,8,A) 9,3x + 41 = 68 → 3x = 27 → x = 27 ÷ 3 = 9.,Math,Algebra
What is 267.97 + 410.11?,681.6,686.04,673.89,678.08,D) 678.08,267.97 + 410.11 = 678.08.,Math,Decimals
What is 22 × 35?,883,764,770,689,C) 770,22 × 35 = 770.,Math,Basic Math
What is 477.81 - 21.52?,456.29,463.36,454.14,460.02,A) 456.29,477.81 - 21.52 = 456.29.,Math,Decimals
Is 389376 a perfect square?,Yes,Cannot be determined,Only for even n,No,A) Yes,"389376 = 624 × 624, so it is a perfect square.",Math,Number System
What is 332.95 + 48.9?,381.85,387.48,384.31,377.57,A) 381.85,332.95 + 48.9 = 381.85.,Math,Decimals
"If 4x + 26 = 210, what is the value of x?",42,50,45,46,D) 46,4x + 26 = 210 → 4x = 184 → x = 184 ÷ 4 = 46.,Math,Algebra
"What is the average of 58, 91, 155, 146, 110?",127,130,102,112,D) 112,Sum = 560. Average = 560 ÷ 5 = 112.,Math,Averages
"If 15x + 3 = 228, what is the value of x?",19,15,16,21,B) 15,15x + 3 = 228 → 15x = 225 → x = 225 ÷ 15 = 15.,Math,Algebra
What is 90% of 1200?,950,974,1080,948,C) 1080,90% of 1200 = (90/100) × 1200 = 1080.,Math,Percentages
What is 8 × 45?,409,360,393,304,B) 360,8 × 45 = 360.,Math,Basic Math
What is the cube root of 54872?,34,38,36,39,B) 38,"Cube root of 54872 is 38, because 38×38×38 = 54872.",Math,Mathematical Operations
Is 5929 a perfect square?,Cannot be determined,Only for even n,No,Yes,D) Yes,"5929 = 77 × 77, so it is a perfect square.",Math,Number System
What is 2% of 50?,3,0,2,1,D) 1,2% of 50 = (2/100) × 50 = 1.,Math,Percentages
What is 20% of 900?,199,161,180,198,C) 180,20% of 900 = (20/100) × 900 = 180.,Math,Percentages
What is 168.21 - 26.3?,150.98,141.06,141.91,144.85,C) 141.91,168.21 - 26.3 = 141.91.,Math,Decimals
What is 75% of 400?,300,241,254,325,A) 300,75% of 400 = (75/100) × 400 = 300.,Math,Percentages
"What is the average of 28, 56, 39?",38,37,41,44,C) 41,Sum = 123. Average = 123 ÷ 3 = 41.,Math,Averages
"If 13x + 43 = 212, what is the value of x?",13,17,8,15,A) 13,13x + 43 = 212 → 13x = 169 → x = 169 ÷ 13 = 13.,Math,Algebra
"If 6x + 14 = 218, what is the value of x?",31,33,38,34,D) 34,6x + 14 = 218 → 6x = 204 → x = 204 ÷ 6 = 34.,Math,Algebra
A number multiplied by 7 gives 147. What is the number?,14,20,17,21,D) 21,Let the number be x. 7x = 147 → x = 147 ÷ 7 = 21.,Math,Equations
"If 3x + 48 = 114, what is the value of x?",22,16,19,14,A) 22,3x + 48 = 114 → 3x = 66 → x = 66 ÷ 3 = 22.,Math,Algebra
What is 134.64 - 90.85?,43.79,49.08,44.63,39.45,A) 43.79,134.64 - 90.85 = 43.79.,Math,Decimals
"What is the average of 148, 59, 192?",107,144,133,136,C) 133,Sum = 399. Average = 399 ÷ 3 = 133.,Math,Averages
"If 3x + 63 = 93, what is the value of x?",16,6,10,11,C) 10,3x + 63 = 93 → 3x = 30 → x = 30 ÷ 3 = 10.,Math,Algebra
₹68 is divided between two people in the ratio 5:12. What is the first person's share?,24,18,20,16,C) 20,Total parts = 5+12 = 17. One part = 68÷17 = 4. First share = 5×4 = 20.,Math,Ratios
What is 50% of 75?,37,36,44,37.5,D) 37.5,50% of 75 = (50/100) × 75 = 37.5.,Math,Percentages
What is 1022 + 8340?,9457,8545,8361,9362,D) 9362,1022 + 8340 = 9362.,Math,Basic Math
What is 184.6 + 285.45?,472.74,468.03,470.05,478.15,C) 470.05,184.6 + 285.45 = 470.05.,Math,Decimals
What is 456.42 + 249.99?,714.88,706.41,710.18,703.84,B) 706.41,456.42 + 249.99 = 706.41.,Math,Decimals
Is 86 a prime number?,No,Cannot be determined,Yes,Only for even numbers,A) No,"86 is divisible by 2, so it is not a prime number.",Math,Number System
What is 476.32 - 304.03?,174.76,172.29,179.16,169.91,B) 172.29,476.32 - 304.03 = 172.29.,Math,Decimals
What is 75% of 1200?,914,900,989,1010,B) 900,75% of 1200 = (75/100) × 1200 = 900.,Math,Percentages
"If 3x + 66 = 195, what is the value of x?",42,43,50,40,B) 43,3x + 66 = 195 → 3x = 129 → x = 129 ÷ 3 = 43.,Math,Algebra
₹76 is divided between two people in the ratio 9:10. What is the first person's share?,44,36,33,28,B) 36,Total parts = 9+10 = 19. One part = 76÷19 = 4. First share = 9×4 = 36.,Math,Ratios
What is 15/20 + 19/20 in simplest form?,17/10,16/10,34/20,18/10,A) 17/10,"15/20 + 19/20 = 34/20, which simplifies to 17/10.",Math,Fractions
"If 10x + 5 = 415, what is the value of x?",48,47,33,41,D) 41,10x + 5 = 415 → 10x = 410 → x = 410 ÷ 10 = 41.,Math,Algebra
What is 170.78 + 470.39?,646.87,643.91,641.17,638.24,C) 641.17,170.78 + 470.39 = 641.17.,Math,Decimals
"If 4x + 47 = 159, what is the value of x?",21,28,35,20,B) 28,4x + 47 = 159 → 4x = 112 → x = 112 ÷ 4 = 28.,Math,Algebra
Is 272 a prime number?,Yes,Only for even numbers,Cannot be determined,No,D) No,"272 is divisible by 2, so it is not a prime number.",Math,Number System
₹20 is divided between two people in the ratio 3:7. What is the first person's share?,6,7,4,8,A) 6,Total parts = 3+7 = 10. One part = 20÷10 = 2. First share = 3×2 = 6.,Math,Ratios
"If 5x + 72 = 297, what is the value of x?",47,51,48,45,D) 45,5x + 72 = 297 → 5x = 225 → x = 225 ÷ 5 = 45.,Math,Algebra
What is 5502 - 1038?,3923,4464,4581,4898,B) 4464,5502 - 1038 = 4464.,Math,Basic Math
Is 9147 an even or odd number?,Both,Neither,Odd,Even,C) Odd,"9147 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
Is 367236 a perfect square?,Yes,No,Cannot be determined,Only for even n,A) Yes,"367236 = 606 × 606, so it is a perfect square.",Math,Number System
"What is the average of 179, 48, 139?",131,142,126,122,D) 122,Sum = 366. Average = 366 ÷ 3 = 122.,Math,Averages
What is 50% of 180?,77,90,104,92,B) 90,50% of 180 = (50/100) × 180 = 90.,Math,Percentages
What is 316.44 - 214.35?,98.31,102.09,108.59,104.15,B) 102.09,316.44 - 214.35 = 102.09.,Math,Decimals
What is 46 × 2?,92,80,102,103,A) 92,46 × 2 = 92.,Math,Basic Math
"What is the average of 93, 110, 180, 54, 4, 111?",106,92,91,89,B) 92,Sum = 552. Average = 552 ÷ 6 = 92.,Math,Averages
"If 7x + 14 = 196, what is the value of x?",18,26,31,34,B) 26,7x + 14 = 196 → 7x = 182 → x = 182 ÷ 7 = 26.,Math,Algebra
What is 132.77 - 25.93?,106.84,104.87,110.38,115.16,A) 106.84,132.77 - 25.93 = 106.84.,Math,Decimals
What is 10/20 + 9/20 in simplest form?,19/20,18/20,20/20,19/20,A) 19/20,"10/20 + 9/20 = 19/20, which simplifies to 19/20.",Math,Fractions
Is 690 an even or odd number?,Even,Odd,Both,Neither,A) Even,"690 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
"What is the average of 129, 121, 86, 57, 28, 71?",82,96,74,85,A) 82,Sum = 492. Average = 492 ÷ 6 = 82.,Math,Averages
What is 164.08 - 5.15?,156.01,160.53,164.15,158.93,D) 158.93,164.08 - 5.15 = 158.93.,Math,Decimals
"If 3x + 55 = 58, what is the value of x?",3,8,1,4,C) 1,3x + 55 = 58 → 3x = 3 → x = 3 ÷ 3 = 1.,Math,Algebra
Is 162 a prime number?,No,Only for even numbers,Cannot be determined,Yes,A) No,"162 is divisible by 2, so it is not a prime number.",Math,Number System
What is 60% of 800?,407,390,480,446,C) 480,60% of 800 = (60/100) × 800 = 480.,Math,Percentages
What is 345 ÷ 23?,15,14,18,17,A) 15,"345 ÷ 23 = 15, since 23 × 15 = 345.",Math,Basic Math
"If 13x + 67 = 223, what is the value of x?",13,12,8,16,B) 12,13x + 67 = 223 → 13x = 156 → x = 156 ÷ 13 = 12.,Math,Algebra
What is 5% of 40?,1,2,4,0,B) 2,5% of 40 = (5/100) × 40 = 2.,Math,Percentages
"If 13x + 71 = 474, what is the value of x?",30,31,25,34,B) 31,13x + 71 = 474 → 13x = 403 → x = 403 ÷ 13 = 31.,Math,Algebra
What is 121.67 - 54.78?,63.22,72.59,66.89,70.13,C) 66.89,121.67 - 54.78 = 66.89.,Math,Decimals
A number multiplied by 8 gives 432. What is the number?,51,54,48,61,B) 54,Let the number be x. 8x = 432 → x = 432 ÷ 8 = 54.,Math,Equations
What is 2/8 + 4/8 in simplest form?,3/4,4/4,2/4,6/8,A) 3/4,"2/8 + 4/8 = 6/8, which simplifies to 3/4.",Math,Fractions
"What is the average of 5, 91, 99, 169?",91,98,81,90,A) 91,Sum = 364. Average = 364 ÷ 4 = 91.,Math,Averages
What is 372.34 - 172.59?,197.33,199.75,202.97,204.82,B) 199.75,372.34 - 172.59 = 199.75.,Math,Decimals
What is 50% of 60?,30,35,31,26,A) 30,50% of 60 = (50/100) × 60 = 30.,Math,Percentages
What is 51 ÷ 17?,4,2,3,5,C) 3,"51 ÷ 17 = 3, since 17 × 3 = 51.",Math,Basic Math
"If 14x + 4 = 312, what is the value of x?",18,19,22,30,C) 22,14x + 4 = 312 → 14x = 308 → x = 308 ÷ 14 = 22.,Math,Algebra
Is 234 a prime number?,Yes,No,Cannot be determined,Only for even numbers,B) No,"234 is divisible by 2, so it is not a prime number.",Math,Number System
What is 3200 - 1783?,1502,1247,1337,1417,D) 1417,3200 - 1783 = 1417.,Math,Basic Math
What is 5559 + 4196?,9755,9294,10582,9929,A) 9755,5559 + 4196 = 9755.,Math,Basic Math
"What is the average of 124, 75, 179?",126,147,125,127,A) 126,Sum = 378. Average = 378 ÷ 3 = 126.,Math,Averages
What is 7/20 + 1/20 in simplest form?,1/5,8/20,3/5,2/5,D) 2/5,"7/20 + 1/20 = 8/20, which simplifies to 2/5.",Math,Fractions
"What is the average of 201, 58, 86?",96,97,103,115,D) 115,Sum = 345. Average = 345 ÷ 3 = 115.,Math,Averages
What is 348.27 + 270.56?,622.32,624.13,617.46,618.83,D) 618.83,348.27 + 270.56 = 618.83.,Math,Decimals
What is 1/7 + 5/7 in simplest form?,5/7,6/7,7/7,6/7,B) 6/7,"1/7 + 5/7 = 6/7, which simplifies to 6/7.",Math,Fractions
Is 5602 an even or odd number?,Neither,Both,Even,Odd,C) Even,"5602 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
