Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕಾವೇರಿ ನದಿ ಎಲ್ಲಿ ಹುಟ್ಟುತ್ತದೆ?,ಉತ್ತರ ಪ್ರದೇಶ,"ತಲಕಾವೇರಿ, ಕೊಡಗು",ಅಪಾರ ಜೀವವೈವಿಧ್ಯದ ತಾಣ,ದಟ್ಟ ಅರಣ್ಯ ಮತ್ತು ಹೆಚ್ಚಿನ ಮಳೆ,"B) ತಲಕಾವೇರಿ, ಕೊಡಗು",ಕಾವೇರಿ ನದಿಯು ಕರ್ನಾಟಕದ ಕೊಡಗು ಜಿಲ್ಲೆಯ ತಲಕಾವೇರಿಯಲ್ಲಿ ಹುಟ್ಟುತ್ತದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಭೂಗೋಳ
ಪ್ರಶ್ನೆ: ಕರ್ನಾಟಕದ ಸಾಂಪ್ರದಾಯಿಕ ಸಂಗೀತ ಪ್ರಕಾರವಾದ ಕರ್ನಾಟಕ ಶಾಸ್ತ್ರೀಯ ಸಂಗೀತಕ್ಕೆ ಬೇರೊಂದು ಹೆಸರೇನು?,ಕರಾವಳಿ ಕರ್ನಾಟಕ (ತುಳುನಾಡು),ಯಕ್ಷಗಾನ,ಶಿವನ ಆರಾಧನೆಗೆ ಸಂಬಂಧಿಸಿದ ಶಕ್ತಿಶಾಲಿ ಜಾನಪದ ನೃತ್ಯ,ಕರ್ನಾಟಕ ಸಂಗೀತ,D) ಕರ್ನಾಟಕ ಸಂಗೀತ,ಕರ್ನಾಟಕ ಶಾಸ್ತ್ರೀಯ ಸಂಗೀತವನ್ನು ಸಾಮಾನ್ಯವಾಗಿ 'ಕರ್ನಾಟಕ ಸಂಗೀತ' ಎಂದೂ ಕರೆಯಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಸಂಸ್ಕೃತಿ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಗಣೇಶನ ಪೂಜೆಗಾಗಿ ಕರ್ನಾಟಕದಲ್ಲಿ ಆಚರಿಸುವ ಹಬ್ಬ ಯಾವುದು?,ಗಣೇಶ ಚತುರ್ಥಿ,ಕಾರಹುಣ್ಣಿಮೆ,ಸಂಕ್ರಾಂತಿ,ನವೆಂಬರ್ 1,A) ಗಣೇಶ ಚತುರ್ಥಿ,ಗಣೇಶ ಚತುರ್ಥಿಯನ್ನು ಕರ್ನಾಟಕದಾದ್ಯಂತ ಗಣಪತಿ ಆರಾಧನೆಗಾಗಿ ಸಂಭ್ರಮದಿಂದ ಆಚರಿಸಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಹಬ್ಬಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಕರ್ನಾಟಕದ ಯಾವ ಸ್ಥಳವನ್ನು UNESCO ವಿಶ್ವ ಪಾರಂಪರಿಕ ತಾಣವೆಂದು ಘೋಷಿಸಲಾಗಿದೆ?,ಹುಲಿ ಸಂರಕ್ಷಣೆ,ಹಂಪಿ,ಪವಿತ್ರ ದೇವಾಲಯ ಮತ್ತು ಕಡಲತೀರಗಳು,ಒಡೆಯರ್ ರಾಜವಂಶ,B) ಹಂಪಿ,ಹಂಪಿಯನ್ನು ಅದರ ವಿಜಯನಗರ ಸಾಮ್ರಾಜ್ಯದ ಅವಶೇಷಗಳಿಗಾಗಿ UNESCO ವಿಶ್ವ ಪಾರಂಪರಿಕ ತಾಣವೆಂದು ಘೋಷಿಸಲಾಗಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಪ್ರಸಿದ್ಧ ಸ್ಥಳಗಳು
ಪ್ರಶ್ನೆ: ಕುವೆಂಪು ಅವರು ಯಾವ ಪ್ರಶಸ್ತಿಯನ್ನು ಕನ್ನಡಕ್ಕೆ ಮೊದಲ ಬಾರಿ ತಂದುಕೊಟ್ಟರು?,ಶಿವರಾಮ ಕಾರಂತ,ಎಂಜಿನಿಯರಿಂಗ್,ಪುರಂದರ ದಾಸರು,ಜ್ಞಾನಪೀಠ ಪ್ರಶಸ್ತಿ,D) ಜ್ಞಾನಪೀಠ ಪ್ರಶಸ್ತಿ,ಕುವೆಂಪು ಅವರು ಕನ್ನಡಕ್ಕೆ ಮೊದಲ ಜ್ಞಾನಪೀಠ ಪ್ರಶಸ್ತಿ ತಂದುಕೊಟ್ಟರು.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿತ್ವಗಳು
"""ಗಗನ"" ಪದದ ಸರಿಯಾದ ಅರ್ಥ ಯಾವುದು?",ನಡುಹಗಲು,ಬೆಟ್ಟ,ಆಕಾಶ,ಸಮುದ್ರ,C) ಆಕಾಶ,"""ಗಗನ"" ಎಂದರೆ ""ಆಕಾಶ"" ಎಂದರ್ಥ.",ಕನ್ನಡ,ಕನ್ನಡ ಶಬ್ದಕೋಶ
ಪ್ರಶ್ನೆ: ಏಕವಚನ ಎಂದರೇನು?,ಪದದ ಮುಂದೆ ಸೇರಿಸುವ ಅಕ್ಷರ ಸಮೂಹ,ನಾಮಪದದ ಗುಣವನ್ನು ವಿವರಿಸುವ ಪದ,ಒಂದೇ ವಸ್ತು ಅಥವಾ ವ್ಯಕ್ತಿಯನ್ನು ಸೂಚಿಸುವ ರೂಪ,ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚು ವಸ್ತು ಅಥವಾ ವ್ಯಕ್ತಿಗಳನ್ನು ಸೂಚಿಸುವ ರೂಪ,C) ಒಂದೇ ವಸ್ತು ಅಥವಾ ವ್ಯಕ್ತಿಯನ್ನು ಸೂಚಿಸುವ ರೂಪ,ಏಕವಚನವು ಒಂದೇ ವಸ್ತು ಅಥವಾ ವ್ಯಕ್ತಿಯನ್ನು ಸೂಚಿಸುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ವ್ಯಾಕರಣ
"""ತಾಯಿ"" ಪದದ ಸಮಾನಾರ್ಥಕ ಪದ ಯಾವುದು?",ಸ್ವಪ್ನ,ಚಿಕ್ಕ,ಜನನಿ,ಗಾನ,C) ಜನನಿ,"""ಜನನಿ"" ಎಂಬುದು ""ತಾಯಿ"" ಪದದ ಸಮಾನಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಸಮಾನಾರ್ಥಕ ಪದಗಳು
"""ಅಗಲ"" ಗೆ ವಿರುದ್ಧಾರ್ಥಕ ಪದವನ್ನು ಆರಿಸಿ.",ಕಿರಿದು,ಅಶುದ್ಧ,ಹಳೆಯ,ಅನ್ಯಾಯ,A) ಕಿರಿದು,"""ಕಿರಿದು"" ಎಂಬುದು ""ಅಗಲ"" ಪದದ ವಿರುದ್ಧಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ವಿರುದ್ಧಾರ್ಥಕ ಪದಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: 'ಹೊಟ್ಟೆಗೆ ಹಿಟ್ಟಿಲ್ಲದಿದ್ದರೂ ಜುಟ್ಟಿಗೆ ಮಲ್ಲಿಗೆ ಹೂವು' ಎಂಬ ಗಾದೆಯ ಅರ್ಥವೇನು?,ಒಬ್ಬರ ಆಟ ಇನ್ನೊಬ್ಬರಿಗೆ ಗಂಭೀರ ಸಮಸ್ಯೆಯಾಗಬಹುದು,ಶ್ರಮಪಟ್ಟರೆ ಮಾತ್ರ ಫಲ ಸಿಗುತ್ತದೆ,ಅಗತ್ಯಕ್ಕಿಂತ ತೋರಿಕೆಗೆ ಹೆಚ್ಚು ಒತ್ತು ನೀಡುವುದು,"ಹೊರ ನೋಟ ಮುಖ್ಯವಲ್ಲ, ಒಳಗಿನ ಗುಣ ಮುಖ್ಯ",C) ಅಗತ್ಯಕ್ಕಿಂತ ತೋರಿಕೆಗೆ ಹೆಚ್ಚು ಒತ್ತು ನೀಡುವುದು,ಈ ಗಾದೆ ಮೂಲಭೂತ ಅಗತ್ಯಗಳಿಗಿಂತ ತೋರಿಕೆಗೆ ಆದ್ಯತೆ ನೀಡುವವರನ್ನು ವಿಡಂಬಿಸುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಗಾದೆಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: 'ಬೆನ್ನು ತಟ್ಟು' ಎಂಬ ನುಡಿಗಟ್ಟಿನ ಅರ್ಥವೇನು?,ಸೋಲನ್ನು ಒಪ್ಪಿಕೊಳ್ಳುವುದು,ಪ್ರೋತ್ಸಾಹಿಸುವುದು ಅಥವಾ ಶ್ಲಾಘಿಸುವುದು,ಕೆಟ್ಟ ಸಲಹೆ ನೀಡುವುದು,ಬೇರೆಯವರ ಮಾತು ಕೇಳದೆ ಸ್ವಂತ ಇಚ್ಛೆಯಂತೆ ವರ್ತಿಸುವುದು,B) ಪ್ರೋತ್ಸಾಹಿಸುವುದು ಅಥವಾ ಶ್ಲಾಘಿಸುವುದು,'ಬೆನ್ನು ತಟ್ಟು' ಎಂದರೆ ಯಾರನ್ನಾದರೂ ಪ್ರಶಂಸಿಸುವುದು ಅಥವಾ ಪ್ರೋತ್ಸಾಹಿಸುವುದು ಎಂದರ್ಥ.,ಕನ್ನಡ,ಕನ್ನಡ ನುಡಿಗಟ್ಟುಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: 'ಜೈಮಿನಿ ಭಾರತ' ಕೃತಿಯ ಕರ್ತೃ ಯಾರು?,12ನೇ ಶತಮಾನದ ಶರಣರ ಕಾಲ,ಪ್ರಭುಲಿಂಗಲೀಲೆ,ಲಕ್ಷ್ಮೀಶ,9ನೇ ಶತಮಾನದ ಸುಮಾರಿಗೆ,C) ಲಕ್ಷ್ಮೀಶ,'ಜೈಮಿನಿ ಭಾರತ' ಕೃತಿಯನ್ನು ಕವಿ ಲಕ್ಷ್ಮೀಶ ರಚಿಸಿದ್ದಾರೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಸಾಹಿತ್ಯ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕನ್ನಡದ ರಾಷ್ಟ್ರಕವಿ ಎಂದು ಯಾರನ್ನು ಕರೆಯುತ್ತಾರೆ?,"ಸಾಹಿತ್ಯ, ಚಿತ್ರಕಲೆ ಮತ್ತು ಯಕ್ಷಗಾನ",ಅಂಬಿಕಾತನಯದತ್ತ,ಕರ್ನಾಟಕ ಸಂಗೀತದ ಪಿತಾಮಹ,ಕುವೆಂಪು,D) ಕುವೆಂಪು,ಕುವೆಂಪು ಅವರನ್ನು ಕನ್ನಡದ ರಾಷ್ಟ್ರಕವಿ ಎಂದು ಗೌರವಿಸಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಕವಿಗಳು ಮತ್ತು ಲೇಖಕರು
ಈ ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಸರಿಯಾದ ಕಾಗುಣಿತ ಯಾವುದು?,ಕೈಗಾಾರಿಕೆ,ಕೈಗಾಿರಕೆ,ಕೈಗಾರಿಕೆ,ೈಕಗಾರಿಕೆ,C) ಕೈಗಾರಿಕೆ,"""ಕೈಗಾರಿಕೆ"" ಎಂಬುದು ಸರಿಯಾದ ಕಾಗುಣಿತವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಕಾಗುಣಿತ
"""ಮರ"" ಈ ಪದವನ್ನು ಸರಿಯಾಗಿ ವಿವರಿಸುವ ಪದ ಯಾವುದು?",ಕ್ಷೀರ,ವೃಕ್ಷ,ಕಾನನ,ಫಲ,B) ವೃಕ್ಷ,"""ಮರ"" ಪದದ ಅರ್ಥ ""ವೃಕ್ಷ"" ಆಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಅರ್ಥಗಳು
ಕನ್ನಡದ ಮೊದಲ ಶಾಸನ ಎಂದು ಪರಿಗಣಿಸಲಾದ ಶಾಸನ ಯಾವುದು?,2008,ಸುಮಾರು ಎಂಟನೇ ಸ್ಥಾನ,ದ್ರಾವಿಡ ಭಾಷಾ ಕುಟುಂಬ,ಹಲ್ಮಿಡಿ ಶಾಸನ,D) ಹಲ್ಮಿಡಿ ಶಾಸನ,ಹಲ್ಮಿಡಿ ಶಾಸನವನ್ನು ಕನ್ನಡದ ಅತ್ಯಂತ ಪ್ರಾಚೀನ ಶಾಸನಗಳಲ್ಲಿ ಒಂದೆಂದು ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಭಾಷಾ ಸಂಗತಿಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಕನ್ನಡ ಭಾಷೆಗೆ ಜ್ಞಾನಪೀಠ ಪ್ರಶಸ್ತಿ ಪಡೆದ ಮೊದಲ ಸಾಹಿತಿ ಯಾರು?,ಕರ್ನಾಟಕ ಸಂಗೀತದ ಪಿತಾಮಹ,ಆನೆ,ಕುವೆಂಪು,ನೀಲಕಂಠ ಪಕ್ಷಿ,C) ಕುವೆಂಪು,ಕುವೆಂಪು ಅವರು ಕನ್ನಡಕ್ಕೆ ಮೊದಲ ಜ್ಞಾನಪೀಠ ಪ್ರಶಸ್ತಿ ತಂದುಕೊಟ್ಟರು.,ಕನ್ನಡ,ಕನ್ನಡ ಸಾಮಾನ್ಯ ಜ್ಞಾನ
ಕರ್ನಾಟಕದ ಪ್ರಮುಖ ಕೈಗಾರಿಕಾ ನಗರ ಯಾವುದು (ಬೆಂಗಳೂರು ಹೊರತುಪಡಿಸಿ)?,ಇಪ್ಪತ್ತೆಂಟು,1956,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ,ಕಾವೇರಿ,C) ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ಕರ್ನಾಟಕದ ಪ್ರಮುಖ ಕೈಗಾರಿಕಾ ಮತ್ತು ವಾಣಿಜ್ಯ ಕೇಂದ್ರಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಸಾಮಾನ್ಯ ಜ್ಞಾನ
32² ಎಷ್ಟು?,857,1014,1024,1037,C) 1024,32² = 32 × 32 = 1024.,ಕನ್ನಡ,ಗಣಿತ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಬೆಳಕಿನ ವೇಗ ಎಷ್ಟು (ಶೂನ್ಯದಲ್ಲಿ)?,ನ್ಯೂಟನ್,"ಸೆಕೆಂಡಿಗೆ ಸುಮಾರು 3,00,000 ಕಿ.ಮೀ",ಮಂಗಳ ಗ್ರಹ,ಸುಮಾರು 37°C,"B) ಸೆಕೆಂಡಿಗೆ ಸುಮಾರು 3,00,000 ಕಿ.ಮೀ","ಬೆಳಕು ಶೂನ್ಯ ಪ್ರದೇಶದಲ್ಲಿ ಸೆಕೆಂಡಿಗೆ ಸುಮಾರು 3,00,000 ಕಿಲೋಮೀಟರ್ ವೇಗದಲ್ಲಿ ಚಲಿಸುತ್ತದೆ.",ಕನ್ನಡ,ವಿಜ್ಞಾನ
ಪ್ರಶ್ನೆ: ಜನಗಣತಿ ಎಂದರೇನು?,ಜನಸಂಖ್ಯೆಯ ಅಧಿಕೃತ ಎಣಿಕೆ,ಪ್ರಕೃತಿಯಲ್ಲಿ ದೊರೆಯುವ ವಸ್ತುಗಳು ಮತ್ತು ಸೌಲಭ್ಯಗಳು,ಜನರಿಂದ ಆಯ್ಕೆಯಾದ ಪ್ರತಿನಿಧಿಗಳ ಮೂಲಕ ಆಡಳಿತ ನಡೆಸುವ ವ್ಯವಸ್ಥೆ,ಭಾರತೀಯ ಸಂಸತ್ತಿನ ಮೇಲ್ಮನೆ,A) ಜನಸಂಖ್ಯೆಯ ಅಧಿಕೃತ ಎಣಿಕೆ,ಜನಗಣತಿ ಎಂಬುದು ಒಂದು ದೇಶದ ಜನಸಂಖ್ಯೆಯನ್ನು ನಿಯತಕಾಲಿಕವಾಗಿ ಎಣಿಸುವ ಅಧಿಕೃತ ಪ್ರಕ್ರಿಯೆ.,ಕನ್ನಡ,ಸಮಾಜ ವಿಜ್ಞಾನ
ಪ್ರಶ್ನೆ: ಸೂರ್ಯನಿಗೆ ಅತಿ ಹತ್ತಿರವಿರುವ ಗ್ರಹ ಯಾವುದು?,ಕಮಲ,ನವದೆಹಲಿ,ಜವಾಹರಲಾಲ್ ನೆಹರು,ಬುಧ,D) ಬುಧ,ಬುಧ ಗ್ರಹವು ಸೂರ್ಯನಿಗೆ ಅತಿ ಹತ್ತಿರವಿರುವ ಗ್ರಹವಾಗಿದೆ.,ಕನ್ನಡ,ಸಾಮಾನ್ಯ ಜ್ಞಾನ
24 ಸಂಖ್ಯೆಗೆ ಎಷ್ಟು ಅಪವರ್ತನಗಳಿವೆ (factors)?,7,8,10,9,B) 8,"24 ರ ಅಪವರ್ತನಗಳು: 1, 2, 3, 4, 6, 8, 12, 24, ಒಟ್ಟು 8.",ಕನ್ನಡ,ಸಂಖ್ಯಾ ಪ್ರಶ್ನೆಗಳು
"ಈ ಸರಣಿಯಲ್ಲಿ ಕಾಣೆಯಾದ ಸಂಖ್ಯೆ ಯಾವುದು: 22, 27, ?, 37, 42?",30,32,37,34,B) 32,"ಸರಣಿಯು 5 ರಷ್ಟು ಹೆಚ್ಚಾಗುತ್ತಾ ಹೋಗುತ್ತದೆ, ಆದ್ದರಿಂದ ಕಾಣೆಯಾದ ಸಂಖ್ಯೆ = 27 + 5 = 32.",ಕನ್ನಡ,ಸಂಖ್ಯಾ ಒಗಟುಗಳು
ಭಾರತದ 'ಉಕ್ಕಿನ ಮನುಷ್ಯ' ಎಂದು ಯಾರನ್ನು ಕರೆಯುತ್ತಾರೆ?,ಸರ್ದಾರ್ ವಲ್ಲಭಭಾಯಿ ಪಟೇಲ್,ಬಾಬರ್,ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್,ಮಹಾತ್ಮ ಗಾಂಧಿ,A) ಸರ್ದಾರ್ ವಲ್ಲಭಭಾಯಿ ಪಟೇಲ್,ಸರ್ದಾರ್ ವಲ್ಲಭಭಾಯಿ ಪಟೇಲ್ ಸಂಸ್ಥಾನಗಳ ವಿಲೀನಕ್ಕಾಗಿ 'ಉಕ್ಕಿನ ಮನುಷ್ಯ' ಎಂಬ ಬಿರುದು ಪಡೆದಿದ್ದಾರೆ.,ಕನ್ನಡ,ಭಾರತ ಇತಿಹಾಸ
ಮಂಗೋಲ್ ಸಾಮ್ರಾಜ್ಯದ ಸ್ಥಾಪಕರು ಯಾರು?,ಅಥೆನ್ಸ್,1789,1945,ಚೆಂಗಿಸ್ ಖಾನ್,D) ಚೆಂಗಿಸ್ ಖಾನ್,"ಚೆಂಗಿಸ್ ಖಾನ್ ಮಂಗೋಲ್ ಸಾಮ್ರಾಜ್ಯವನ್ನು ಸ್ಥಾಪಿಸಿದನು, ಇದು ಇತಿಹಾಸದ ಅತಿ ದೊಡ್ಡ ಭೂಸಾಮ್ರಾಜ್ಯವಾಯಿತು.",ಕನ್ನಡ,ವಿಶ್ವ ಇತಿಹಾಸ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಭಾರತದ ಸಂವಿಧಾನ ರಚನಾ ಸಭೆಯ ಹೆಸರೇನು?,ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್,ಲೋಕಸಭೆ ಮತ್ತು ರಾಜ್ಯಸಭೆ,ಸಂವಿಧಾನ ರಚನಾ ಸಭೆ (Constituent Assembly),26 ಜನವರಿ 1950,C) ಸಂವಿಧಾನ ರಚನಾ ಸಭೆ (Constituent Assembly),ಸಂವಿಧಾನ ರಚನಾ ಸಭೆಯು ಭಾರತದ ಸಂವಿಧಾನವನ್ನು ರಚಿಸಿದ ಪ್ರತಿನಿಧಿಗಳ ಸಂಸ್ಥೆಯಾಗಿತ್ತು.,ಕನ್ನಡ,ಕಾನೂನು ಮತ್ತು ಸಂವಿಧಾನ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕನ್ನಡ ಚಿತ್ರೋದ್ಯಮದ ಪ್ರಮುಖ ಚಟುವಟಿಕಾ ಕೇಂದ್ರ ಯಾವ ನಗರ?,ಶಿವರಾಜ್‌ಕುಮಾರ್,ಅಂಬರೀಶ್,ಬೆಂಗಳೂರು,ಎಸ್. ಪಿ. ಬಾಲಸುಬ್ರಹ್ಮಣ್ಯಂ,C) ಬೆಂಗಳೂರು,ಬೆಂಗಳೂರು ಕನ್ನಡ ಚಿತ್ರೋದ್ಯಮದ ಪ್ರಮುಖ ಚಟುವಟಿಕಾ ಕೇಂದ್ರವಾಗಿದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಚಿತ್ರರಂಗ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಭಾರತದ ರಾಷ್ಟ್ರೀಯ ಪ್ರಾಣಿ ಯಾವುದು?,ಆನೆ,ಬಾವಲಿ,ಕಾಂಗರೂ,ಹುಲಿ,D) ಹುಲಿ,ಬಂಗಾಳ ಹುಲಿಯನ್ನು ಭಾರತದ ರಾಷ್ಟ್ರೀಯ ಪ್ರಾಣಿಯಾಗಿ ಘೋಷಿಸಲಾಗಿದೆ.,ಕನ್ನಡ,ಪ್ರಾಣಿಗಳು
"ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಸತ್ತ ಪ್ರಾಣಿಗಳ ಮಾಂಸ ತಿನ್ನುವ, ಪರಿಸರ ಶುಚಿಗೊಳಿಸುವ ಪಕ್ಷಿ ಯಾವುದು?",ರಣಹದ್ದು,ಪೆರೆಗ್ರಿನ್ ಫಾಲ್ಕನ್,ಹಮ್ಮಿಂಗ್‌ಬರ್ಡ್,ನವಿಲು,A) ರಣಹದ್ದು,ರಣಹದ್ದು ಸತ್ತ ಪ್ರಾಣಿಗಳ ಮಾಂಸ ತಿಂದು ಪರಿಸರ ಶುಚಿಗೊಳಿಸುವ ಪ್ರಮುಖ ಪಾತ್ರ ವಹಿಸುತ್ತದೆ.,ಕನ್ನಡ,ಪಕ್ಷಿಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಹೂವಿನ ಪರಾಗವನ್ನು ಒಂದು ಹೂವಿನಿಂದ ಇನ್ನೊಂದಕ್ಕೆ ವರ್ಗಾಯಿಸುವ ಪ್ರಕ್ರಿಯೆಗೆ ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ತುಳಸಿ,ಕಮಲ,ಕ್ಲೋರೊಫಿಲ್,ಪರಾಗಸ್ಪರ್ಶ,D) ಪರಾಗಸ್ಪರ್ಶ,ಪರಾಗಸ್ಪರ್ಶವು ಪರಾಗವನ್ನು ಹೂವಿನ ಗಂಡು ಭಾಗದಿಂದ ಹೆಣ್ಣು ಭಾಗಕ್ಕೆ ವರ್ಗಾಯಿಸುವ ಪ್ರಕ್ರಿಯೆಯಾಗಿದೆ.,ಕನ್ನಡ,ಸಸ್ಯಗಳು
ಪ್ರಶ್ನೆ: ರಷ್ಯಾ ದೇಶದ ರಾಜಧಾನಿ ಯಾವುದು?,ಬೀಜಿಂಗ್,ಲಂಡನ್,ಮಾಸ್ಕೋ,ವಾಷಿಂಗ್ಟನ್ ಡಿ.ಸಿ.,C) ಮಾಸ್ಕೋ,ಮಾಸ್ಕೋ ರಷ್ಯಾ ದೇಶದ ರಾಜಧಾನಿಯಾಗಿದೆ.,ಕನ್ನಡ,ದೇಶಗಳು ಮತ್ತು ರಾಜಧಾನಿಗಳು
ಭೂಮಿಯ ಮೇಲಿನ ಅತಿ ಎತ್ತರದ ಪರ್ವತ ಶಿಖರ ಯಾವುದು?,ನೈಲ್ ನದಿ,ಭೂಮಿಯನ್ನು ಉತ್ತರ ಮತ್ತು ದಕ್ಷಿಣ ಗೋಳಾರ್ಧಗಳಾಗಿ ವಿಭಜಿಸುವ ಕಾಲ್ಪನಿಕ ರೇಖೆ,ಗ್ರೀನ್‌ಲ್ಯಾಂಡ್,ಮೌಂಟ್ ಎವರೆಸ್ಟ್,D) ಮೌಂಟ್ ಎವರೆಸ್ಟ್,ಮೌಂಟ್ ಎವರೆಸ್ಟ್ ವಿಶ್ವದ ಅತಿ ಎತ್ತರದ ಪರ್ವತ ಶಿಖರವಾಗಿದೆ.,ಕನ್ನಡ,ಭೂಗೋಳ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಸೌರಮಂಡಲದಲ್ಲಿ ಅತಿ ದೊಡ್ಡ ಗ್ರಹ ಯಾವುದು?,ನೀಲ್ ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್,ಚಂದ್ರ,ಯೂರಿ ಗಗಾರಿನ್,ಗುರು ಗ್ರಹ,D) ಗುರು ಗ್ರಹ,ಗುರು ಗ್ರಹವು ಸೌರಮಂಡಲದಲ್ಲಿ ಅತಿ ದೊಡ್ಡ ಗ್ರಹವಾಗಿದೆ.,ಕನ್ನಡ,ಬಾಹ್ಯಾಕಾಶ ಮತ್ತು ಖಗೋಳಶಾಸ್ತ್ರ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಸೈಬರ್ ಸುರಕ್ಷತೆ ಎಂದರೇನು?,ನೈಜ ಜಗತ್ತಿನ ಮೇಲೆ ಡಿಜಿಟಲ್ ಮಾಹಿತಿಯನ್ನು ಅಳವಡಿಸುವ ತಂತ್ರಜ್ಞಾನ,ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆಗಳು ಮತ್ತು ಸರ್ವರ್‌ಗಳನ್ನು ಇರಿಸುವ ಸೌಲಭ್ಯ,ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆಗಳನ್ನು ಡಿಜಿಟಲ್ ದಾಳಿಗಳಿಂದ ರಕ್ಷಿಸುವ ಅಭ್ಯಾಸ,ಕಡಿಮೆ ಮಾನವ ಹಸ್ತಕ್ಷೇಪದೊಂದಿಗೆ ಕಾರ್ಯಗಳನ್ನು ನಿರ್ವಹಿಸಲು ತಂತ್ರಜ್ಞಾನ ಬಳಸುವುದು,C) ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆಗಳನ್ನು ಡಿಜಿಟಲ್ ದಾಳಿಗಳಿಂದ ರಕ್ಷಿಸುವ ಅಭ್ಯಾಸ,"ಸೈಬರ್ ಸುರಕ್ಷತೆ ಎಂಬುದು ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆಗಳು, ಜಾಲಗಳು ಮತ್ತು ದತ್ತಾಂಶಗಳನ್ನು ಡಿಜಿಟಲ್ ದಾಳಿಗಳಿಂದ ರಕ್ಷಿಸುವ ಅಭ್ಯಾಸ.",ಕನ್ನಡ,ತಂತ್ರಜ್ಞಾನ
